Key,English,French,German,Italian,Portuguese,Spanish,Russian,Japanese,Chinese
DLG_BODYGUARDCOLD_1,"Just taking it all in, ma'am. Never been to Antarctica before.","J'en profite pour admirer le paysage, madame. C'est ma première fois en Antarctique.","Ich lasse nur alles auf mich wirken, Ma’am. Ich war noch nie in der Antarktis.","Sto dando uno sguardo in giro, signora. Non sono mai stato in Antartide prima d'ora.",,"Solo aprecio el paisaje, señora. Nunca había visto la Antártida.","Просто пытаюсь все осознать, мэм. Никогда до этого в Антарктиде не был.","お気をつけ下さい。
南極は初めてですので。",老板，千万小心，毕竟第一次来南极。
DLG_ANTARCTICANSIBLEOLD_0,It's an old ansible. Why would they have one of these here?,C'est un vieil ansible. Pourquoi l'auraient-ils laissé ici ?,Es ist ein altes Ansible. Warum sollten sie so ein Ding hier haben?,È un vecchio ansible. Perché avevano un esemplare del genere?,É um velho ansible. Por que eles têm um desses aqui?,Es un ansible antiguo. ¿Qué hace uno de estos aquí?,Это старый ансибль. Зачем он им тут понадобился?,"古いアンシブルね。
こんなもので何をするつもりだったのかしら？",这是以前的安塞波，他们这个地方怎么会有这种东西？
DLG_ANTARCTICANSIBLEON_0,There's a message on the ansible screen.,Il y a un message sur l'écran de l'ansible.,Da ist eine Nachricht auf dem Bildschirm des Ansibles.,C'è un messaggio sullo schermo dell'ansible.,Há uma mensagem na tela do ansible.,Hay un mensaje en la pantalla.,На экране ансибля сообщение.,画面にメッセージが。,安塞波屏幕显示了一条信息。
DLG_ANTARCTICANSIBLE_10,There is a secret door past the 3 bookshelves on floor 1. <EOM>,Il y a une porte secrète après les 3 bibliothèques à l'étage 1. <FIN>,Es gibt eine geheime Tür hinter den 3 Bücherregalen auf Etage 1. <EOM>,C'è una porta segreta dietro le 3 librerie al piano 1. <EOM>,Existe uma porta oculta passando as três estantes no primeiro andar. <FIM>,Hay una puerta secreta después de las tres estanterías del primer piso. <FDM>,На первом этаже за тремя книжными полками есть потайная дверь. <КОНЕЦ>,"１階の３つの本棚が
並んだ場所の奥に
隠し扉がある。
<以上>",一楼那三个书架后面有一道密门。<结束>
DLG_ANTARCTICANSIBLE_2,Who is this? Why did you send me here?,Qui est-ce ? Pourquoi m'avez-vous envoyée ici ?,Wer ist da? Warum haben Sie mich hergeschickt?,Chi sei? Perché mi hai fatto venire qui?,Quem é? Por que você me mandou aqui?,¿Quién eres? ¿Por qué me llamaste aquí?,Кто это? Зачем меня сюда послали?,"誰？
なぜここにいる
私にメッセージ
を送ったの？",你是谁？为什么让我来这里？
DLG_ANTARCTICANSIBLE_3,No response.,Pas de réponse.,Keine Antwort.,Nessuna risposta.,Sem resposta.,No hay respuesta.,Ответа нет.,…,没有应答。
DLG_ANTARCTICANSIBLE_8,"Okay, I'll play your game. For now.","Très bien, je vais jouer à ton petit jeu. Pour l'instant.","Okay, ich spiele dein Spiel mit. Fürs Erste.","Ok, giocherò al tuo gioco. Per il momento.","Tudo bem, vou entrar no seu jogo. Por enquanto.","Bueno, te seguiré el juego. Por ahora.","Ладно, пограю в вашу игру. Пока что.","いいわ、今から
あなたのゲームに付き合ってあげる。",行，我就陪你玩一会儿。
DLG_UNDERGROUNDEXPLOSION_0,The hell was that?,C'était quoi ça ?!,Was zum Teufel war das?,Cosa diavolo è stato?,O que foi isso?,¿Qué diablos fue eso?,Что это сейчас было?,これは何なの？,什么动静？
DLG_UNDERGROUNDEXPLOSION_1,Hello? Have you come back for me?,Hé ho ? Vous êtes revenu me chercher ?,Hallo? Bist du wegen mir zurückgekommen?,Ehi? Siete tornati a prendermi?,Olá? Você voltou para me buscar?,¿Hola? ¿Has vuelto por mí?,Есть там кто? Вы вернулись за мной?,誰？私のために戻って来たの？,你好？是回来救我的吗？
DLG_UNDERGROUNDEXPLOSION_3,Hey! Is someone else down here?,Hé ! Il y a quelqu'un d'autre ici ?,Hey! Ist hier unten noch jemand?,Ehi! C'è qualcun altro qui sotto?,Ei! Tem alguém aí embaixo?,¡Ey! ¿Hay alguien ahí abajo?,Эй! Есть там внизу кто?,ねえ！誰かそこにいるの？,诶！有人在下面吗？
DLG_UNDERGROUNDEXPLOSION_5,"Yes. But I need help. Please, I am further down.","Oui. Mais j'ai besoin d'aide. S'il vous plaît, je suis plus bas.","Ja. Aber ich brauche Hilfe. Bitte, ich bin weiter unten.","Sì. Ma ho bisogno di aiuto. Per favore, sono più in basso.","Sim! Mas eu preciso de ajuda. Por favor, desça um pouco mais.","¡Sí! Necesito ayuda. Estoy más abajo, ¡por favor!","Да. Но мне нужна помощь. Прошу, я еще ниже.","ええ、いるわ。
助けてほしい。
私はずっと下よ。",对，快来救我。救命，我在下面特别深的地方。
DLG_UNDERGROUNDEXPLOSION_6,"Ok, I'm coming.","Ok, j'arrive.","Okay, ich komme.","Ok, arrivo.","Ok, estou indo.","¡Bueno, ya voy!","Хорошо, иду.",わかった、今行くわ。,好，我去救你。
DLG_BREATHEUNDERWATER_0,"Not to alarm you, but your new body is too dense to float.","Sans vouloir t'inquiéter, ton nouveau corps est trop dense pour flotter.","Ich will dich nicht beunruhigen, aber dein neuer Körper ist zu schwer, um zu schweben.","Non vorrei allarmarti, ma il tuo nuovo corpo è troppo denso per galleggiare.","Não quero alarmar você, mas seu novo corpo é muito denso para flutuar.","No quiero asustarte, pero tu nuevo cuerpo es demasiado denso para flotar.","Не хочу тревожить, но твое новое тело слишком тяжелое, чтобы держаться на плаву.","不安にさせるわけじゃないけど、
あなたの新しい身体は
浮き上がるには質量が
大きすぎる。",并不想吓唬你，只是你的新身体密度很大，浮不起来。
DLG_BREATHEUNDERWATER_1,"However, you no longer need to breathe, which should help.","Néanmoins, vous n'avez plus besoin de respirer. Ça devrait aider.","Allerdings brauchst du nicht mehr zu atmen, was dir helfen sollte.","In ogni caso, non hai più bisogno di respirare. Questo dovrebbe aiutare.","Porém, você não precisa mais respirar, o que deve ajudar.","Por otro lado, ya no necesitas respirar, así que...","Но теперь тебе можно не дышать, так что это компенсирует.","でも、もう呼吸は必要無くなった。
その方が便利でしょ？",不过，你现在不需要呼吸了，应该方便了许多。
DLG_BREATHEUNDERWATER_2,(It just gets weirder. What the hell did she do to me?!),(C'est de plus en plus bizarre. Qu'est-ce qu'elle m'a fait ?!),(Es wird einfach immer seltsamer. Was zum Teufel hat sie mit mir gemacht?!),(Le cose si fanno sempre più assurde. Cosa diavolo mi ha fatto?!),(Isso está ficando cada vez mais estranho. Que diabos ela fez comigo?!),(Esto se pone cada vez más extraño. ¿¡Qué diablos me hizo!?).,"(Все страньше и страньше. Что она, блин, со мной сделала!?)","（ますますおかしなことになった！
　私の身体に一体何をしたの？！）",（事情越来越诡异，她到底把我的身体给怎么了？！）
DLG_COMPASSACQUIRE_0,Now here's an interesting gadget...,"Ah, en voilà un gadget intéressant...","Nun, hier ist ein interessantes Gerät ...",Questo sì che è un affarino interessante…,Eis uma bugiganga interessante...,Qué dispositivo tan curioso...,А вот это интересное устройство...,ここに何かあるわ…,这个东西有点意思……
DLG_COMPASSACQUIRE_2,Did you find the compass? Good. You can use it to locate me.,Vous avez trouvé la boussole ? Très bien. Utilisez-la pour me localiser.,"Hast du den Kompass gefunden? Ja, gut. Du kannst ihn benutzen, um mich zu lokalisieren.",Hai trovato la bussola? Bene. Puoi utilizzarla per localizzarmi.,Você encontrou a bússola? Que bom. Use-a para me localizar.,¿Encontraste la brújula? Bien. Puedes usarla para ubicarme.,Ты нашла компас? Хорошо. Теперь сможешь найти меня с его помощью.,"コンパスを見つけた？
それがあれば私の位置がわかるわ。",你找到罗盘了？有了它，你就能知道我的方位了。
DLG_COMPASSACQUIRE_3,"If I can figure out how to use it, you mean.","Si j'arrive à trouver comment ça marche, vous voulez dire.","Wenn ich herausfinden kann, wie man ihn benutzt, meinst du.","Se riesco a capire come si usa, vuoi dire.","Se eu descobrir como se usa isso, você quer dizer.","O sea, si supiera cómo usarla...","Если только смогу разобраться, как он работает.","私が使い方を
分かればの話でしょ。",前提是我能搞明白这件东西该怎么用。
DLG_FALLING_0,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah!!!!!,Aaaaaaaaaaah !,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah!!!!!,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah!!!!!,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah!!!!!,¡¡¡Aaaaaaaaaaaaaaaaaaaaaahhhhhh!!!,А-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а!,アァァァァァァァァァ！！！！,啊啊啊啊啊啊啊啊啊啊啊啊啊！！！！！
DLG_SWIMMING_0,Oh god ... it's FREEZING!,Bordel... C'est GELÉ !!!,Oh Gott ... es ist EISKALT!,Santo cielo… si GELA!,Meu Deus... Está CONGELANDO!,Por un d... ¡Está HELADA!,Боже мой... как же ХОЛОДНО!,勘弁して…凍え死んじゃう！,我天……冻死人了！
DLG_SWIMMING_2,"You are close now. Do you see a pot, or urn?","Vous vous rapprochez. Vous voyez un pot, ou une urne ?",Du bist jetzt ganz nah. Siehst du einen Topf oder eine Urne?,Ci sei quasi. Vedi un barattolo o un'urna?,Você está perto agora. Consegue ver um pote ou uma urna?,Ya estás cerca. ¿Ves un jarrón o una urna?,Ты близко. Видишь какой горшок или урну?,"あと少しよ。

近くに壺か何かが見えない？",你离我很近了，看到一个罐子、瓮没有？
DLG_SWIMMING_4,I can't see a goddamn thing... give me a sec.,Je vois que dalle... attendez une seconde.,Ich kann gar nichts sehen ... Gib mir eine Sekunde.,Non vedo un accidenti di niente… dammi un secondo.,Não vejo porcarcia nenhuma... Espere um pouco.,"No puedo ver ni una... A ver, espera.",Я вообще ничего не вижу... секундочку.,"そんなもの見えない…
少し待ちなさい。",我连鬼影都没看到……稍微等一下。
DLG_WATERRISING_0,The water's rising.,L'eau monte.,Das Wasser steigt.,L'acqua sta salendo.,A água está subindo.,El agua está subiendo.,Вода поднимается.,水位が上がってきた。,水在往上涨。
DLG_WATERRISING_1,Look for the urn. It will help.,Cherchez l'urne. Elle vous aidera.,Such nach der Urne. Sie wird dir helfen.,Cerca l'urna. Ti servirà.,Procure a urna. Isso vai ajudar.,Busca la urna. Te ayudará.,Ищи урну. Это поможет.,"壺を探して。
そうすれば助かる。",快找那个瓮，找到就没事了。
DLG_WATERRISING_4,"Ok, ok, I'm looking.","Ok, ok. Je cherche.","Okay, okay, ich suche ja.","Ok, ok, la sto cercando.","Ok, ok, estou procurando.","Bueno, bueno, ya la busco.","Ладно-ладно, уже ищу.",ええ、今探しているわ！,行，我在找。
DLG_FOUNDURN_0,I think I see the urn...,Je crois que j'aperçois l'urne...,"Ich glaube, ich sehe die Urne ...",Credo di vedere l'urna…,Acho que estou vendo a urna...,Creo que veo la urna...,"Похоже, я вижу урну...",壺のようなものが見えたわ…,我好像看到瓮了……
DLG_FOUNDURN_1,..but there's a grating in the way...,... mais il y a une grille devant.,... aber da ist ein Gitter im Weg ...,…ma c'è una grata di mezzo…,...mas tem uma grade no caminho...,... pero hay una reja en el medio.,...но она за решеткой...,"…でも
目の前の格子が邪魔で…",……可是有栅栏挡住了……
DLG_LASTBREATHES_0,How am I going to get out of this?,Comment je vais m'en sortir ?,Wie komme ich da wieder raus?,Come faccio a uscire da qui?,Como eu vou sair dessa?,¿Cómo voy a salir de esta?,Как мне вообще отсюда выбраться?,どうやって取ればいいの？,怎么才能游出去？
DLG_DROWNING_0,So this is where it ends ...,"Alors, c'est comme ça que ça doit finir...",Hier endet es also ...,Quindi è qui che finisce…,Então é assim que acaba...,Conque así termina mi vida...,"Видимо, это конец...",どうやらここまでみたいね…,这就是我的归宿吗……
DLG_DROWNING_1,I guess it's just as well.,J'imagine que c'est aussi bien.,"Ich denke, das ist auch gut so.",Tutto sommato va bene così.,Acho que está bom.,Supongo que no está tan mal.,"Что ж, может, и хорошо.",でも、逆によかったのかも。,这样倒也好。
DLG_DROWNING_2,I deserved this.,Je peux enfin me reposer...,Endlich kann ich mich ausruhen ...,Finalmente posso riposare…,Finalmente vou poder descansar...,"Por fin, podré descansar...",Наконец-то можно отдохнуть...,これでやっと、ラクになれる…,终于可以休息了……
DLG_AFTERDROWN_0,"Ughhhh...
What happened?","Aaargh...
 Qu'est-ce qui s'est passé ?","Ufff ...
 Was ist passiert?","Ughhhh...
 Cos'è successo?","Ughhhh...
  O que aconteceu?","Argh...
  ¿Qué pasó?","У-у-ух...
 Что произошло?","うぅ…
何がどうなってるの？","呃啊啊……
什么情况？"
DLG_AFTERDROWN_1,You found my urn. I was able to... rebuild you.,Vous avez trouvé mon urne. Et j'ai réussi à ...vous reconstruire.,Du hast meine Urne gefunden. Ich konnte dich ... wiederherstellen.,Hai trovato la mia urna. Sono riuscita a… ricostruirti.,Você encontrou minha urna. Eu consegui... Reconstruir você.,Hallaste mi urna. Y logré... reconstruirte.,Ты нашла мою урну. Я смогла тебя... перестроить.,"あなたが私の埋葬壺を
見つけてくれたおかげで、
あなたの身体を…
再構成できるようになった。",你找到了我的瓮，所以我得以……将你重造。
DLG_AFTERDROWN_6,Just what ... what the hell are you?,"Hein, que... qui êtes-vous ?!",Nur was ... was zum Teufel bist du?,Ma cosa… cosa diavolo sei tu?,Mas o quê... Que diabos é você?,Pero qué... ¿qué rayos eres?,Чего тут... Что ты вообще такое?,あなたは一体…誰？,你……是什么人？
DLG_AFTERDROWN_10,"I am an Arm. An intelligent collection of machines. And a part of you, now.","Je suis une Arme. Un ensemble intelligent de machines. Et désormais, je fais partie de vous, de toi.",Ich bin eine Waffe. Eine intelligente Ansammlung von Maschinen. Und jetzt ein Teil von dir.,"Sono un Braccio. Un insieme intelligente di macchine. E ora, una parte di te.","Eu sou uma Arma. Uma compilação inteligente de máquinas. E agora, parte de você.","Soy un ""brazo"". Una combinación de máquinas inteligente. Y ahora, parte de ti.",Я Рука. Конгломерат разумных машин. А теперь часть тебя.,"私は「アーム」と呼ばれる
マシンの知能集合体。
そして今は、
あなたの一部でもある。",我是一件神器，是机器的智能集合，现在也成为了你的一部分。
DLG_AFTERDROWN_3,Oh. Shit.,Oh. Putain.,Oh. Scheiße.,"Oh, merda…",Ah! Merda.,Ah. Mierda.,А. Блин.,"正気で
言ってるの？",噢靠。
DLG_AFTERDROWN_14,My name is Amashilama. It is an honor to have a new Wielder.,Je m'appelle Amashilama. C'est un honneur d'avoir une nouvelle Héraldesse.,"Mein Name ist Amashilama. Es ist mir eine Ehre, einen neuen Träger zu haben.",Mi chiamo Amashilama. È un onore avere un nuovo Portatore.,Meu nome é Amashilama. É uma honra tê-la como Portadora.,Me llamo Amashilama. Es un honor tener una nueva canalizadora.,Меня зовут Амашилама. И для меня честь иметь новую Владелицу.,"私の名前はアマシラーマ。
新たな「行使者」を
迎えることができて光栄だわ。",我名为阿玛希拉玛，能够找到新的持者，我不胜荣幸。
DLG_AFTERDROWN_15,(I've got to get out of here... find someone who can get this thing out of me!),(Faut que je sorte d'ici... que je trouve quelqu'un qui peut me retirer cette chose !),"(Ich muss hier raus ... Jemanden finden, der dieses Ding aus mir herausholen kann!)",(Devo andarmene subito da qui… e trovare qualcuno che possa tirar fuori questa roba dal mio corpo!),(Eu preciso sair daqui... Encontrar alguém que tire essa coisa de mim!),(Tengo que salir de aquí... ¡y buscar la manera de sacarme esta cosa!).,"(Нужно отсюда выбираться... и найти того, кто сможет вытащить из меня эту штуку!)","（早くこんな所から出て…
　私からこいつを取り除いてくれる
　誰かを見つけないと！）",（我得尽快离开这个地方……找人帮我消掉这个东西！
