Key,English,French,German,Italian,Portuguese,Spanish,Russian,Japanese,Chinese
HACK_FOLLOW_DESC,Target follows user,La cible suit l'utilisateur,Ziel folgt Benutzer,Il bersaglio segue l'utente,O alvo segue o usuário,El objetivo sigue a quien lo usa.,Цель следует за пользователем,ターゲットがユーザーの後をつける,目标跟随用户
HACK_FRIENDLYFIRE,%_FRNDFIRE$,%_TIRALLIE$,%_EIGENBESCHUSS$,%_FUOCAMICO$,%_FOGOAMIGO$,%_FGOAMIGO$,%_ДРЖСТВННОГН$,%_援護$,%_友方误伤$
HACK_FRIENDLYFIRE_DESC,Targets attacks damage its allies,Les attaques de la cible blessent ses alliés,Ziel greift seine Verbündeten an,Il bersaglio attacca i suoi alleati,O alvo causa dano aos próprios aliados,Los ataques del objetivo dañan a sus aliados.,Атаки цели ранят ее союзников,"ターゲットが仲間を攻撃しダメージを
与える",目标攻击其友方
HACK_HASTE,%_OVERCLCK$,%_HATE$,%_ÜBERTAKTEN$,%_OVERCLCK$,%_SUPERVELOCIDADE$,%_OVERCLCK$,%_ПРОКЧК$,%_オーバークロック$,%_超频$
HACK_HASTE_DESC,Target moves/attacks faster,La cible bouge/attaque plus rapidement,Ziel bewegt sich/greift schneller an,Il bersaglio si muove/attacca più rapidamente,O alvo se move/ataca mais rápido,El objetivo se mueve y ataca más rápido.,Цель двигается/атакует быстрее,ターゲットの行動／攻撃が速くなる,目标移动速度与攻击速度加快
HACK_INTERFERENCE,%_INTRFRNC$,%_INTRFRNC$,%_STÖRUNG$,%_INTRFRNZ$,%_INTERFERÊNCIA$,%_INTRFRNC$,%_ВМШТЛСТВ$,%_干渉$,%_干扰$
HACK_INTERFERENCE_DESC,Target has difficulty aiming,La cible a du mal à viser,Ziel hat Schwierigkeiten zu zielen,Il bersaglio ha difficoltà a mirare,O alvo tem dificuldade para mirar,El objetivo tiene dificultad para apuntar.,Цели трудно наводить прицел,ターゲットの照準を困難にする,目标无法正常瞄准
HACK_INTERVAL,%_INTERVAL$,%_INTERVAL$,%_INTERVALLE$,%_INTERVALLO$,%_INTERMITENTE$,%_INTRVLO_$,%_ИНТЕРВАЛ$,%_インターバル$,%_断续$
HACK_INTERVAL_DESC,Power turns on and off at intervals,L'alimentation s'allume et s'éteint à intervalles,Energie schaltet sich in Intervallen ein und aus,La corrente si accende e si spegne a intermittenza,O alvo liga e delisga constantemente,La energía se activa y desactiva de modo intermitente.,Сила включается и выключается интервально,"間隔を開けてパワーのオン／オフが
切り替わる",供能时开时停
HACK_MAGNETIC,%_MAGNETIC$,%_MAGNETIQUE$,%_MAGNET$,%_MAGNETICO$,%_MAGNÉTICO$,%_MGNETICO$,%_МАГНЕТИЗМ$,%_マグネティック$,%_磁性$
HACK_MAGNETIC_DESC,Target becomes stuck to allies,La cible se colle aux alliés,Ziel klebt an Verbündeten,Il bersaglio si attacca agli alleati,O alvo adere aos próprios aliados,El objetivo se adhiere a sus aliados.,Цель примагничивается к союзникам,ターゲットが仲間と離れられなくなる,目标始终跟随其友方
HACK_NEXT,%_NEXTITEM@,%_OBJSUIV@,%_NÄCHSTERGEG@,%_OGGSUCC@,%_ITEMSEGUINTE@,%_OBJTOSIG@,%_СЛЕДПРДМТ@,%_次のアイテム@,%_下一物品@
HACK_NEXT_DESC,Rotate to the next item,Pivote vers l'objet suivant,Rotiert zum nächsten Gegenstand,Ruota verso l'oggetto successivo,Passa para o próximo item,Pasa al objeto siguiente.,Переключает на следующий предмет,次のアイテムへと切り替わる,旋至下一件物品
HACK_OPEN,%_OPEN____@,%_OUVRIR____@,%_ÖFFNEN____@,%_APRI____@,%_ABRIR____@,%_ABRIR___@,%_ОТКРЫТЬ____@,%_オープン____@,%_打开____@
HACK_OPEN_DESC,Target opens/retracts,La cible s'ouvre/se rétracte,Ziel öffnet/zieht sich zurück,Il bersaglio si apre/si ritrae,O alvo se abre/retrai,El objetivo se abre o retrae.,Цель открывается/притягивается,ターゲットをオープン／格納,目标打开
HACK_ORBIT,%_ORBIT___$,%_ORBITE___$,%_UMKREISEN___$,%_ORBITA___$,%_ORBITAR___$,%_ORBITR__$,%_ОРБИТА___$,%_オービット___$,%_绕转___$
HACK_ORBIT_DESC,Target orbits user at distance,La cible orbite autour de l'utilisateur à distance,Ziel umkreist Benutzer auf Distanz,Il bersaglio orbita a una certa distanza dall'utente,O alvo orbita o usuário à distância,El objetivo orbita alrededor de quien lo usa a la distancia.,Цель летает вокруг пользователя на расстоянии,ターゲットがユーザーの周りを回る,目标与用户保持一定距离，绕其旋转。
HACK_OVERHEAT,%_OVERHEAT@,%_SURCHAUFFE@,%_ÜBERHITZEN@,%_SURRISCALDA@,%_SUPERAQUECER@,%_RECALNTR@,%_ПЕРЕГРЕВ@,%_オーバーヒート@,%_过热@
HACK_OVERHEAT_DESC,"Target overheats, causing damage","La cible surchauffe, ce qui lui inflige des dégâts",Ziel überhitzt und verursacht Schaden,"Il bersaglio si surriscalda, causando danno","O alvo superaquece, causando dano",El objetivo se recalienta y recibe daño.,"Цель перегревается, нанося урон","ターゲットがオーバーヒートし
ダメージが発生",目标产生过量热量，自身受到伤害
HACK_OVERLOAD,%_OVERLOAD$,%_SURCHARGE$,%_ÜBERLADEN$,%_SOVRACCARICA$,%_SOBRECARGA$,%_SBRECARG$,%_ПЕРЕГРЗ$,%_オーバーロード$,%_过载$
HACK_OVERLOAD_DESC,"Target's weapon overloads, causing damage on next attack","L'arme de la cible surcharge, infligeant des dégâts à l'attaque suivante",Zielwaffe überlastet und verursacht beim nächsten Angriff Schaden,"Le armi del bersaglio si sovraccaricano, causando danno nell'attacco successivo","A arma do alvo sobrecarrega, causando dano a ele no próximo ataque",El arma del objetivo se sobrecalienta y le inflige daño al atacar.,"Оружие цели перегружается, нанося урон при следующей атаке","兵器がオーバーロードし次の攻撃時に
ダメージが発生",目标武器过载，下一次攻击令其自身受到伤害
HACK_PERMISSIONS,%_AUTH____@,%_AUTORISER____@,%_AUTORISIEREN____@,%_AUTORIZZA____@,%_AUTORIZAR____@,%_AUTRZR__@,%_ДОПУСК____@,%_権限____@,%_验证____@
HACK_PERMISSIONS_DESC,Override security authorizations,Force les autorisations de sécurité,Sicherheitsberechtigungen außer Kraft setzen,Sovrascrive le autorizzazioni di sicurezza,Anula autorizações de segurança,Invalida las autorizaciones de seguridad.,Взламывает систему безопасности,セキュリティ権限を上書きする,重写安全授权权限
HACK_PLANT,%_PLANT___$,%_RESTER___$,%_SETZEN___$,%_RESTA___$,%_FIXAR___$,%_PLANTAR_$,%_ПОЗИЦ___$,%_固定___$,%_固定___$
HACK_PLANT_DESC,Target holds position,La cible reste sur sa position,Ziel hält Position,Il bersaglio mantiene la posizione,O alvo se fixa na posição em que está,El objetivo mantiene la posición.,Цель держит позицию,ターゲットの位置が固定される,目标停止移动
HACK_PLATFORM,%_PLATFORM$,%_PLATEFORME$,%_PLATTFORM$,%_PIATTAFORMA$,%_PLATAFORMA$,%_PLTFORMA$,%_ПЛАТФОРМА$,%_足場$,%_平台$
HACK_PLATFORM_DESC,User can stand/walk on target,L'utilisateur peut se tenir/marcher sur la cible,Benutzer kann auf dem Ziel stehen/gehen,L'utente può posizionarsi/camminare sul bersaglio,O usuário pode subir/andar sobre o alvo,El usuario puede pararse o caminar sobre el objetivo.,Пользователь может стоять/ходить по цели,ターゲットの上を立つ／歩くことができる,用户可在目标上面站立、行走
HACK_POWERSURGE,%_PWRSURGE$,%_IMPULSION$,%_STROMSTOSS$,%_IMPULSO$,%_OSCILAÇÃOENERGIA$,%_SUBIDON$,%_ЭНРГВСПЛСК$,%_動力源$,%_能量涌动$
HACK_POWERSURGE_DESC,Target is damaged by its own power source,La cible est endommagée par sa propre source d'énergie,Ziel wird durch seine eigene Energiequelle beschädigt,Il bersaglio viene danneggiato dalla sua stessa fonte d'energia,O alvo sofre dano de sua própria fonte de energia,El objetivo recibe daño de su propia fuente de energía.,Цель получает урон от собственного источника энергии,"ターゲットが自身の動力源により
ダメージを受ける",目标受到自身能源伤害
HACK_RELEASE,%_RELEASE_$,%_LARGUER_$,%_FREIGEBEN_$,%_RILASCIA_$,%_SOLTAR_$,%_DEJAR_$,%_СБРОС_$,%_リリース_$,%_放出_$
HACK_RELEASE_DESC,Target releases its cargo,La cible relâche son cargo,Target gibt seine Fracht frei,Il bersaglio rilascia il suo carico,O alvo solta sua carga,El objetivo suelta su carga.,Цель сбрасывает свой груз,ターゲットが貨物をリリースする,目标放出内部货物
HACK_REPEL,%_REPEL___$,%_REPOUSSER___$,%_ABSTOSSEN___$,%_RESPINGE___$,%_REPELIR___$,%_REPELER_$,%_ОТРАЖЕНИЕ___$,%_撃退___$,%_排斥___$
HACK_REPEL_DESC,Target repels its allies,La cible repousse ses alliés,Ziel stößt seine Verbündeten ab,Il bersaglio respinge i suoi alleati,O alvo repele os próprios aliados,El objetivo repele a sus aliados.,Цель не подпускает своих союзников,ターゲットが仲間を撃退する,目标排斥友方
HACK_REVEAL,%_REVEAL__$,%_REVELE__$,%_OFFENBAREN__$,%_RIVELA__$,%_REVELAR__$,%_REVELAR_$,%_ОБНАРУЖ__$,%_露出__$,%_显形__$
HACK_REVEAL_DESC,Cloaking disabled on target,Dissimulation de la cible désactivée,Tarnung des Ziels deaktiviert,Occultamento del bersaglio disattivato,Desabilita a camuflagem do alvo,El objetivo no puede ocultarse.,Снимает маскировку цели,ターゲットの遮蔽物を無効化する,目标隐形失效
HACK_REVEALOTHERS,&_REVLALLY$,&_REVELEALLIE$,&_OFFENBARUNG$,&_RIVELALLEATO$,&_REVELARALIADO$,&_REVALIAD$,&_СОЮЗОБНАРУЖ$,%_暴露__$,&_友方显形$
HACK_REVEALOTHERS_DESC,Target disables cloaking on its allies,La cible désactive la dissimulation de ses alliés,Ziel deaktiviert die Tarnung bei seinen Verbündeten,Il bersaglio disabilita l'occultamento dei suoi alleati,O alvo desabilita a camuflagem dos aliados,Los aliados del objetivo no pueden ocultarse.,Цель снимает маскировку со своих союзников,ターゲットが仲間の遮蔽物を無効化する,目标的友方隐形失效
HACK_SEIZE,%_SEIZE___$,%_SAISIR___$,%_ERGREIFEN___$,%_BLOCCA___$,%_PARALISAR___$,%_DOMINAR_$,%_ЗАХВАТ___$,%_固着___$,%_卡壳___$
HACK_SEIZE_DESC,Turrets freeze and are unable to aim,Les tourrettes s'immobilisent et ne peuvent plus viser,Geschütztürme frieren ein und können nicht zielen,Le torrette si bloccano e non possono mirare,As torretas congelam e não coseguem mirar,Las torretas se detienen y no pueden apuntar.,Турели замирают и не могут атаковать,"タレットを固定し照準を合わせることを
不可にする",炮台无法转动，无法瞄准
HACK_SHIELD,%_SHIELD__$,%_BOUCLIER__$,%_SCHILD__$,%_SCUDO__$,%_ESCUDO__$,%_ESCUDO__$,%_ЩИТ__$,%_シールド__$,%_护盾__$
HACK_SHEILD_DESC,Target acts as a shield to user,La cible agit comme un bouclier pour l'utilisateur,Ziel fungiert als Schild für den Benutzer,Il bersaglio funge da scudo per l'utente,O alvo serve de escudo para o usuário,El objetivo escuda a quien lo usa.,Цель защищает собой пользователя,"ターゲットがユーザーを守る
身代わりとなる",目标成为用户的护盾
HACK_SLOW,%_SLOW____$,%_RALENTIR____$,%_VERLANGSAMEN____$,%_RALLENTA____$,%_LENTO____$,%_LENT___$,%_ЗАМЕДЛ____$,%_スロー____$,%_缓慢____$
HACK_SLOW_DESC,Target moves/attacks slower,La cible bouge/attaque plus lentement,Ziel bewegt sich/greift langsamer an,Il bersaglio si muove/attacca più lentamente,O alvo se move/ataca mais lentamente,El objetivo se mueve y ataca más lento.,Цель двигается/атакует медленнее,ターゲットの動き／攻撃が遅くなる,目标移动速度与攻击速度减缓
HACK_SPY,%_SPY_____$,%_ESPION_____$,%_SPIONIEREN_____$,%_SPIA_____$,%_ESPIÃO_____$,%_ESPIA___$,%_ШПИОН_____$,%_スパイ_____$,%_窥视_____$
HACK_SPY_DESC,See through the target's eyes,Voir à travers les yeux de la cible,Sieh durch die Augen des Ziels,Guarda attraverso gli occhi del bersaglio,Veja através dos olhos do alvo,Ves con los ojos del objetivo.,Смотрите на мир глазами цели,"ターゲットのセンサーを通じて視界を
得られる",看到目标眼中的景象
HACK_STASIS,%_STASIS__$,%_PARALYSIE__$,%_EINFRIEREN__$,%_STASI__$,%_INÉRCIA__$,%_ESTASIS_$,%_СТАЗИС__$,%_静止__$,%_静止__$
HACK_STASIS_DESC,Target freezes in place,La cible est immobilisée,Ziel ist eingefroren,Il bersaglio si immobilizza,O alvo não se move,El objetivo se congela en el lugar.,Цель замирает на месте,ターゲットがその場で静止する,目标停止活动
HACK_STUNNING,&_STUNNING$,&_ETOURDI$,&_BETÄUBEN$,&_STORDITO$,&_ATORDOAR$,&_ATURDDR$,&_ОГЛУШЕНИЕ$,&_スタン$,&_昏迷$
HACK_STUNNING_DESC,Target stuns its allies,La cible étourdit ses alliés,Ziel betäubt seine Verbündeten,Il bersaglio stordisce i suoi alleati,O alvo atordoa os aliados,El objetivo aturde a sus aliados.,Цель оглушает своих союзников,ターゲットが仲間をスタンさせる,目标会令其友方昏迷
HACK_SWARM,&_SWARM___$,&_ESSAIM___$,&_SCHWÄRMEN___$,&_SCIAME___$,&_ENXAME___$,&_ENJMBRE_$,&_РОЙ___$,&_群れ___$,&_集群___$
HACK_SWARM_DESC,Target swarms and attacks user's enemies,La cible se précipite et attaque les ennemis de l'utilisateur,Ziel schwärmt aus und greift die Feinde des Benutzers an,Il bersaglio si unisce in sciami e attacca i nemici dell'utente,O alvo causa um enxame e ataca os inimigos do usuário,El objetivo se enjambra y ataca los enemigos de quien lo usa.,Цели группируются в рой и атакуют врагов пользователя,"ターゲットが群がってユーザーの敵に
攻撃する",目标会集体攻击用户的敌方
HACK_SYMPATHY,&_SYMPATHY$,&_SYMPA$,&_SYMPATHIE$,&_EMPATIA$,&_SIMPATIA$,&_SIMPATIA$,&_СОЛИДАРН$,&_シンパシー$,&_有难同当$
HACK_SYMPATHY_DESC,Target's allies receive damage when it does,Les alliés de la cible reçoivent les dégâts qu'elle inflige,Zielverbündete erhalten Schaden mit ihm,Gli alleati del bersaglio subiscono lo stesso danno che infliggono,Os aliados do alvo sofrem dano quando ele sofrer,El objetivo comparte el daño que recibe con sus aliados.,"Союзники цели получают урон, когда цель атакуют","ターゲットがダメージを受けると
仲間にもダメージ発生",目标受到伤害时，其友方也会受到伤害
HACK_SYNCHRONIZE,%_SYNC____$,%_SYNC____$,%_SYNC____$,%_SYNC____$,%_SYNC____$,%_SINCRO__$,%_СИНХРН____$,%_同期____$,%_同步____$
HACK_SYNCHRONIZE_DESC,Target mimics user's movements,La cible imite les mouvements de l'utilisateur,Ziel ahmt die Bewegungen des Benutzers nach,Il bersaglio imita i movimenti dell'utente,O alvo imita os movimentos do usuário,El objetivo imita los movimientos de quien lo usa.,Цель повторяет передвижение пользователя,ターゲットがユーザーの動きを模倣する,目标会与用户同步同向移动
HACK_SUBMERGE,%_SUBMERGE$,%_SUBMERGE$,%_UNTERTAUCHEN$,%_SOMMERSO$,%_SUBMERGIR$,%_SUMERGIR$,%_ПОГРУЖЕНИЕ$,%_潜る$,%_下潜$
HACK_SUBMERGE_DESC,Target retreats below surface,La cible se retire sous la surface,Ziel zieht sich unter die Oberfläche zurück,Il bersaglio si ritira sotto la superficie,O alvo se retira para abaixo da superfície,El objetivo se dirige abajo de la superficie.,Цель уходит под поверхность,ターゲットが地下へと退避する,目标退到水面、地面以下。
HACK_SURFACE,%_SURFACE_$,%_SURFACE_$,%_AUFTAUCHEN_$,%_SUPERFICIE_$,%_EMERGIR_$,%_EMERGER_$,%_ВОСХОД_$,%_浮上_$,%_浮现_$
HACK_SURFACE_DESC,Target rises above surface,La cible remonte à la surface,Ziel steigt über die Oberfläche,Il bersaglio ritorna in superficie,O alvo vai para a superfície,El objetivo emerge sobre la superficie.,Цель поднимается над поверхностью,ターゲットが地上へと浮上する,目标升出水面、地面。
HACK_TOGGLE,%_TOGGLE__@,%_ACTIVER__@,%_UMSCHALTEN__@,%_AZIONA__@,%_ALTERNAR__@,%_ACT/DES_@,%_ПЕРЕКЛЮЧ__@,%_トグル__@,%_切换__@
HACK_TOGGLE_DESC,Change active state from on to off or off to on,Change le statut actif ou inactif,Ändere den aktiven Zustand von ein zu aus oder aus zu ein,Cambia lo stato da attivo a disattivo (e viceversa),Muda o estado ativo de ligado para desligado e vice-versa,Cambia el estado entre encendido o apagado.,Меняет активное состояние с вкл. на выкл. и обратно,アクティブ状態のオン/オフを切り替える,令移动平台开始或停止移动
HACK_VIRUS,&_VIRUS___$,&_VIRUS___$,&_VIRUS___$,&_VIRUS___$,&_VÍRUS___$,&_VIRUS___$,&_ВИРУС___$,&_ウィルス___$,&_病毒___$
HACK_VIRUS_DESC,Target transfers effects to nearby allies,La cible transfère ses effets aux alliés à proximité,Ziel überträgt Effekte auf Verbündete in der Nähe,Il bersaglio trasferisce gli effetti agli alleati vicini,O alvo transfere seus efeitos ao aliados próximos,El objetivo transfiere sus efectos a los aliados cercanos.,Цель передает эффекты на ближайших союзников,ターゲットが近くの仲間に効果を移す,目标会将效果传给附近的友方
HACK_VOLATILE,%_VOLATILE$,%_VOLATILE$,%_EXPLOSIV$,%_INSTABILE$,%_VOLÁTIL$,%_VOLATIL_$,%_ВЗРЫВООПАСН$,%_起爆$,%_性质活泼$
HACK_VOLATILE_DESC,Target detonates from even slight impacts,La cible explose au moindre impact,Ziel explodiert schon bei geringen Stößen,Il bersaglio esplode anche con un minimo impatto,O alvo explode ao menor impacto,El objetivo detona incluso con los impactos más ligeros.,Цель взрывается при малейшем толчке,わずかな衝撃でもターゲットが爆発する,目标稍微受到一点碰撞就会爆炸
HACK_WEAKEN,%_WEAKEN__$,%_FAIBLE__$,%_SCHWÄCHEN__$,%_DEBOLE__$,%_FRAQUEZA__$,%_DBLTAR_$,%_СЛАБОСТЬ__$,%_弱体化__$,%_削弱__$
HACK_WEAKEN_DESC,Target's damage reduced,Dégâts de la cible réduits,Zielschaden ist reduziert,Il danno inflitto dal bersaglio è ridotto,O dano causado pelo alvo é reduzido,Reduce el daño del objetivo.,Урон цели понижен,ターゲットが与えるダメージがダウン,目标所造成的伤害减少
