Key,English,French,German,Italian,Portuguese,Spanish,Russian,Japanese,Chinese
FIGHTERDRONE_NAME,UTU_SD4,UTU_SD4,UTU_SD4,UTU_SD4,UTU_SD4,UTU_SD4,UTU_SD4,UTU_SD4,乌图_SD4
FLOORRAZOR_NAME,UKURUM_SIG,UKURUM_SIG,UKURUM_SIG,UKURUM_SIG,UKURUM_SIG,UKURUM_SIG,UKURUM_SIG,UKURUM_SIG,乌库仑_斯哥
GATLINGTURRET_NAME,DUBLA,DUBLA,DUBLA,DUBLA,DUBLA,DUBLA,DUBLA,DUBLA,杜卜拉
GUNCRAWLER_NAME,GIR,GIR,GIR,GIR,GIR,GIR,GIR,GIR,基勒
HOVERBUG_NAME,ZANZANA,ZANZANA,ZANZANA,ZANZANA,ZANZANA,ZANZANA,ZANZANA,ZANZANA,赞扎纳
HUNTERDRONE_NAME,AN_ALU_A31,AN_ALU_A31,AN_ALU_A31,AN_ALU_A31,AN_ALU_A31,AN_ALU_A31,AN_ALU_A31,AN_ALU_A31,安_阿鲁_A31
HUNTERDRONECANNON_NAME,A31_CANNON,A31_CANNON,A31_CANNON,A31_CANNON,A31_CANNON,A31_CANNON,A31_CANNON,A31_CANNON,A31_大炮
HUNTERDRONEGATLING_NAME,A31_GATLING,A31_GATLING,A31_GATLING,A31_GATLING,A31_GATLING,A31_GATLING,A31_GATLING,A31_GATLING,A31_加特林
HUNTERDRONEHEAD_NAME,A31_FASCIA,A31_FASCIA,A31_FASCIA,A31_FASCIA,A31_FASCIA,A31_FASCIA,A31_FASCIA,A31_FASCIA,A31_面部
HUNTERDRONETAIL_NAME,A31_STABILIZER,A31_STABILIZER,A31_STABILIZER,A31_STABILIZER,A31_STABILIZER,A31_STABILIZER,A31_STABILIZER,A31_STABILIZER,A31_稳定装置
HUNTERDRONEENGINE_NAME,A31_COOLING,A31_COOLING,A31_COOLING,A31_COOLING,A31_COOLING,A31_COOLING,A31_COOLING,A31_COOLING,A31_冷却
HYDRODRONE_NAME,A_EGIR_HD2,A_EGIR_HD2,A_EGIR_HD2,A_EGIR_HD2,A_EGIR_HD2,A_EGIR_HD2,A_EGIR_HD2,A_EGIR_HD2,阿_埃基勒_HD2
HYDROTHERMALDRONE_NAME,KUM_ABALA,KUM_ABALA,KUM_ABALA,KUM_ABALA,KUM_ABALA,KUM_ABALA,KUM_ABALA,KUM_ABALA,昆_阿巴拉
ICEDRONE_NAME,SEG_BAL_DD7,SEG_BAL_DD7,SEG_BAL_DD7,SEG_BAL_DD7,SEG_BAL_DD7,SEG_BAL_DD7,SEG_BAL_DD7,SEG_BAL_DD7,瑟哥_巴勒_DD7
ICEDRONE_META_NAME,SEG_BAL_DD8,SEG_BAL_DD8,SEG_BAL_DD8,SEG_BAL_DD8,SEG_BAL_DD8,SEG_BAL_DD8,SEG_BAL_DD8,SEG_BAL_DD8,瑟哥_巴勒_DD8
ICEMINE_NAME,SEG_DIRIG,SEG_DIRIG,SEG_DIRIG,SEG_DIRIG,SEG_DIRIG,SEG_DIRIG,SEG_DIRIG,SEG_DIRIG,瑟哥_狄利哥
LASERCUTTER_NAME,DAR_GESNU,DAR_GESNU,DAR_GESNU,DAR_GESNU,DAR_GESNU,DAR_GESNU,DAR_GESNU,DAR_GESNU,达勒_杰斯努
LUREDRONE_NAME,DUR_ESLA,DUR_ESLA,DUR_ESLA,DUR_ESLA,DUR_ESLA,DUR_ESLA,DUR_ESLA,DUR_ESLA,杜勒_埃斯拉
NAVALMINE_NAME,NVM_ABIZI,NVM_ABIZI,NVM_ABIZI,NVM_ABIZI,NVM_ABIZI,NVM_ABIZI,NVM_ABIZI,NVM_ABIZI,汝姆_阿比兹
NUKE_NAME,ELEMENTBOMB_2,ELEMENTBOMB_2,ELEMENTBOMB_2,ELEMENTBOMB_2,ELEMENTBOMB_2,ELEMENTBOMB_2,ELEMENTBOMB_2,ELEMENTBOMB_2,元素炸弹_2
PLANTERDRONE_NAME,APINLA,APINLA,APINLA,APINLA,APINLA,APINLA,APINLA,APINLA,阿品拉
PLATFORMDRONE_NAME,AN_DU_D1,AN_DU_D1,AN_DU_D1,AN_DU_D1,AN_DU_D1,AN_DU_D1,AN_DU_D1,AN_DU_D1,安_杜_D1
POLLINATORDRONE_NAME,MUL,MUL,MUL,MUL,MUL,MUL,MUL,MUL,姆勒
POWERCELL_NAME,A_SUM,A_SUM,A_SUM,A_SUM,A_SUM,A_SUM,A_SUM,A_SUM,阿_桑
REPAIRDRONE_NAME,BANDA,BANDA,BANDA,BANDA,BANDA,BANDA,BANDA,BANDA,班达
ROBORB_NAME,ELLAG,ELLAG,ELLAG,ELLAG,ELLAG,ELLAG,ELLAG,ELLAG,埃拉哥
ROLLINGMINE_NAME,RLM_IZIHAL,RLM_IZIHAL,RLM_IZIHAL,RLM_IZIHAL,RLM_IZIHAL,RLM_IZIHAL,RLM_IZIHAL,RLM_IZIHAL,日姆_伊兹哈勒
ROVINGMINE_NAME,RVM_IZIDIRIG,RVM_IZIDIRIG,RVM_IZIDIRIG,RVM_IZIDIRIG,RVM_IZIDIRIG,RVM_IZIDIRIG,RVM_IZIDIRIG,RVM_IZIDIRIG,日姆_伊兹狄利哥
SEALERDRONE_NAME,KISHIB_RAH,KISHIB_RAH,KISHIB_RAH,KISHIB_RAH,KISHIB_RAH,KISHIB_RAH,KISHIB_RAH,KISHIB_RAH,吉希卜_拉
SEARCHERDRONE_NAME,UTU_SD3,UTU_SD3,UTU_SD3,UTU_SD3,UTU_SD3,UTU_SD3,UTU_SD3,UTU_SD3,乌图_SD3
SEARCHERDRONECORRUPTED_NAME,UTU_SD5,UTU_SD5,UTU_SD5,UTU_SD5,UTU_SD5,UTU_SD5,UTU_SD5,UTU_SD5,乌图_SD5
SILTCRAWLER_NAME,GU_ENA_HAL,GU_ENA_HAL,GU_ENA_HAL,GU_ENA_HAL,GU_ENA_HAL,GU_ENA_HAL,GU_ENA_HAL,GU_ENA_HAL,古_恩纳_哈勒
SERPENTDRONE_NAME,MUS_A_M20,MUS_A_M20,MUS_A_M20,MUS_A_M20,MUS_A_M20,MUS_A_M20,MUS_A_M20,MUS_A_M20,姆斯_阿_M20
SERPENTDRONEBODYSEG_NAME,M20_VENT,M20_VENT,M20_VENT,M20_VENT,M20_VENT,M20_VENT,M20_VENT,M20_VENT,M20_出汽口
SKYDRONE_NAME,GUBI,GUBI,GUBI,GUBI,GUBI,GUBI,GUBI,GUBI,古比
SKYDRONETURBINE_NAME,GUBI_TURBINE,GUBI_TURBINE,GUBI_TURBINE,GUBI_TURBINE,GUBI_TURBINE,GUBI_TURBINE,GUBI_TURBINE,GUBI_TURBINE,古比_涡轮
SKYDRONEMISSILEPOD_NAME,GUBI_MISSILEPOD,GUBI_MISSILEPOD,GUBI_MISSILEPOD,GUBI_MISSILEPOD,GUBI_MISSILEPOD,GUBI_MISSILEPOD,GUBI_MISSILEPOD,GUBI_MISSILEPOD,古比_火箭发射器
SNIPERDRONE_NAME,SUKUD,SUKUD,SUKUD,SUKUD,SUKUD,SUKUD,SUKUD,SUKUD,苏库得
SONARDRONE_NAME,AB_SUR,AB_SUR,AB_SUR,AB_SUR,AB_SUR,AB_SUR,AB_SUR,AB_SUR,阿卜_苏勒
SOLARDRONE_NAME,UD_UR,UD_UR,UD_UR,UD_UR,UD_UR,UD_UR,UD_UR,UD_UR,乌得_乌勒
SPOTTERDRONE_NAME,IGI_KAR_01,IGI_KAR_01,IGI_KAR_01,IGI_KAR_01,IGI_KAR_01,IGI_KAR_01,IGI_KAR_01,IGI_KAR_01,伊基_卡勒_01
STACKCRAWLER_NAME,GU_GUR,GU_GUR,GU_GUR,GU_GUR,GU_GUR,GU_GUR,GU_GUR,GU_GUR,古_古勒
STRIDERDRONE_NAME,AS_4,AS_4,AS_4,AS_4,AS_4,AS_4,AS_4,AS_4,阿斯_4
STRIDERDRONEMETA_NAME,AS_6,AS_6,AS_6,AS_6,AS_6,AS_6,AS_6,AS_6,阿斯_6
STUNDRONE_NAME,EH_SAGGUL_C1,EH_SAGGUL_C1,EH_SAGGUL_C1,EH_SAGGUL_C1,EH_SAGGUL_C1,EH_SAGGUL_C1,EH_SAGGUL_C1,EH_SAGGUL_C1,埃_萨古勒_C1
STUNDRONE_META_NAME,EH_SAGGUL_C2,EH_SAGGUL_C2,EH_SAGGUL_C2,EH_SAGGUL_C2,EH_SAGGUL_C2,EH_SAGGUL_C2,EH_SAGGUL_C2,EH_SAGGUL_C2,埃_萨古勒_C2
STUNDRONE_GAMMA_NAME,EH_SAGGUL_C3,EH_SAGGUL_C3,EH_SAGGUL_C3,EH_SAGGUL_C3,EH_SAGGUL_C3,EH_SAGGUL_C3,EH_SAGGUL_C3,EH_SAGGUL_C3,埃_萨古勒_C3
SUBMERSIBLEDRONE_NAME,AB_ILLAR,AB_ILLAR,AB_ILLAR,AB_ILLAR,AB_ILLAR,AB_ILLAR,AB_ILLAR,AB_ILLAR,阿卜_伊拉勒
TRACKINGBOMB_NAME,SUKUD,SUKUD,SUKUD,SUKUD,SUKUD,SUKUD,SUKUD,SUKUD,苏库得
TRACKWELDER_NAME,DAR_DUS,DAR_DUS,DAR_DUS,DAR_DUS,DAR_DUS,DAR_DUS,DAR_DUS,DAR_DUS,达勒_杜斯
TRIPWIRE_NAME,SUSAR,SUSAR,SUSAR,SUSAR,SUSAR,SUSAR,SUSAR,SUSAR,苏萨勒
WALKDERDRONE_NAME,UR_KAS_01,UR_KAS_01,UR_KAS_01,UR_KAS_01,UR_KAS_01,UR_KAS_01,UR_KAS_01,UR_KAS_01,乌勒_卡斯_01
WALKDERDRONE_ARMORED_NAME,UR_KAS_03,UR_KAS_03,UR_KAS_03,UR_KAS_03,UR_KAS_03,UR_KAS_03,UR_KAS_03,UR_KAS_03,乌勒_卡斯_03
WALKDERDRONE_HEAVY_NAME,UR_KAS_02,UR_KAS_02,UR_KAS_02,UR_KAS_02,UR_KAS_02,UR_KAS_02,UR_KAS_02,UR_KAS_02,乌勒_卡斯_02
