Key,English,French,German,Italian,Portuguese,Spanish,Russian,Japanese,Chinese
DLG_BODYGUARDCOLD_1,"Just taking it all in, ma'am. Never been to Antarctica before.","J'en profite pour admirer le paysage, madame. C'est ma première fois en Antarctique.","Ich lasse nur alles auf mich wirken, Ma’am. Ich war noch nie in der Antarktis.","Sto dando uno sguardo in giro, signora. Non sono mai stato in Antartide prima d'ora.",,"Solo aprecio el paisaje, señora. Nunca había visto la Antártida.","Просто пытаюсь все осознать, мэм. Никогда до этого в Антарктиде не был.","그냥 둘러보는 중입니다, 사장님. 남극은 처음이라서요.",老板，千万小心，毕竟第一次来南极。
DLG_ANTARCTICANSIBLEOLD_0,It's an old ansible. Why would they have one of these here?,C'est un vieil ansible. Pourquoi l'auraient-ils laissé ici ?,Es ist ein altes Ansible. Warum sollten sie so ein Ding hier haben?,È un vecchio ansible. Perché avevano un esemplare del genere?,É um velho ansible. Por que eles têm um desses aqui?,Es un ansible antiguo. ¿Qué hace uno de estos aquí?,Это старый ансибль. Зачем он им тут понадобился?,구형 앤서블이군. 왜 이런 게 여기에 있는 거지?,这是以前的安塞波，他们这个地方怎么会有这种东西？
DLG_ANTARCTICANSIBLEON_0,There's a message on the ansible screen.,Il y a un message sur l'écran de l'ansible.,Da ist eine Nachricht auf dem Bildschirm des Ansibles.,C'è un messaggio sullo schermo dell'ansible.,Há uma mensagem na tela do ansible.,Hay un mensaje en la pantalla.,На экране ансибля сообщение.,앤서블 화면에 메시지가 떴어.,安塞波屏幕显示了一条信息。
DLG_ANTARCTICANSIBLE_10,There is a secret door past the 3 bookshelves on floor 1. <EOM>,Il y a une porte secrète après les 3 bibliothèques à l'étage 1. <FIN>,Es gibt eine geheime Tür hinter den 3 Bücherregalen auf Etage 1. <EOM>,C'è una porta segreta dietro le 3 librerie al piano 1. <EOM>,Existe uma porta oculta passando as três estantes no primeiro andar. <FIM>,Hay una puerta secreta después de las tres estanterías del primer piso. <FDM>,На первом этаже за тремя книжными полками есть потайная дверь. <КОНЕЦ>,1층의 책장 3개 너머에 비밀 문이 있다. <EOM>,一楼那三个书架后面有一道密门。<结束>
DLG_ANTARCTICANSIBLE_2,Who is this? Why did you send me here?,Qui est-ce ? Pourquoi m'avez-vous envoyée ici ?,Wer ist da? Warum haben Sie mich hergeschickt?,Chi sei? Perché mi hai fatto venire qui?,Quem é? Por que você me mandou aqui?,¿Quién eres? ¿Por qué me llamaste aquí?,Кто это? Зачем меня сюда послали?,당신 누구야? 왜 날 이곳으로 부른 거지?,你是谁？为什么让我来这里？
DLG_ANTARCTICANSIBLE_3,No response.,Pas de réponse.,Keine Antwort.,Nessuna risposta.,Sem resposta.,No hay respuesta.,Ответа нет.,응답 없음.,没有应答。
DLG_ANTARCTICANSIBLE_8,"Okay, I'll play your game. For now.","Très bien, je vais jouer à ton petit jeu. Pour l'instant.","Okay, ich spiele dein Spiel mit. Fürs Erste.","Ok, giocherò al tuo gioco. Per il momento.","Tudo bem, vou entrar no seu jogo. Por enquanto.","Bueno, te seguiré el juego. Por ahora.","Ладно, пограю в вашу игру. Пока что.","좋아, 당신의 게임에 어울려주지. 일단은.",行，我就陪你玩一会儿。
DLG_UNDERGROUNDEXPLOSION_0,The hell was that?,C'était quoi ça ?!,Was zum Teufel war das?,Cosa diavolo è stato?,O que foi isso?,¿Qué diablos fue eso?,Что это сейчас было?,방금 대체 뭐야?,什么动静？
DLG_UNDERGROUNDEXPLOSION_1,Hello? Have you come back for me?,Hé ho ? Vous êtes revenu me chercher ?,Hallo? Bist du wegen mir zurückgekommen?,Ehi? Siete tornati a prendermi?,Olá? Você voltou para me buscar?,¿Hola? ¿Has vuelto por mí?,Есть там кто? Вы вернулись за мной?,누구 없어요? 날 데리러 돌아온 건가요?,你好？是回来救我的吗？
DLG_UNDERGROUNDEXPLOSION_3,Hey! Is someone else down here?,Hé ! Il y a quelqu'un d'autre ici ?,Hey! Ist hier unten noch jemand?,Ehi! C'è qualcun altro qui sotto?,Ei! Tem alguém aí embaixo?,¡Ey! ¿Hay alguien ahí abajo?,Эй! Есть там внизу кто?,이봐요! 아래에 다른 사람 있어요?,诶！有人在下面吗？
DLG_UNDERGROUNDEXPLOSION_5,"Yes. But I need help. Please, I am further down.","Oui. Mais j'ai besoin d'aide. S'il vous plaît, je suis plus bas.","Ja. Aber ich brauche Hilfe. Bitte, ich bin weiter unten.","Sì. Ma ho bisogno di aiuto. Per favore, sono più in basso.","Sim! Mas eu preciso de ajuda. Por favor, desça um pouco mais.","¡Sí! Necesito ayuda. Estoy más abajo, ¡por favor!","Да. Но мне нужна помощь. Прошу, я еще ниже.","네. 하지만 도움이 필요해요. 제발, 전 더 아래에 있어요.",对，快来救我。救命，我在下面特别深的地方。
DLG_UNDERGROUNDEXPLOSION_6,"Ok, I'm coming.","Ok, j'arrive.","Okay, ich komme.","Ok, arrivo.","Ok, estou indo.","¡Bueno, ya voy!","Хорошо, иду.","알겠어요, 지금 갈게요.",好，我去救你。
DLG_BREATHEUNDERWATER_0,"Not to alarm you, but your new body is too dense to float.","Sans vouloir t'inquiéter, ton nouveau corps est trop dense pour flotter.","Ich will dich nicht beunruhigen, aber dein neuer Körper ist zu schwer, um zu schweben.","Non vorrei allarmarti, ma il tuo nuovo corpo è troppo denso per galleggiare.","Não quero alarmar você, mas seu novo corpo é muito denso para flutuar.","No quiero asustarte, pero tu nuevo cuerpo es demasiado denso para flotar.","Не хочу тревожить, но твое новое тело слишком тяжелое, чтобы держаться на плаву.","놀라게 하려는 건 아니지만, 당신의 새로운 몸은 밀도가 너무 높아서 물에 뜰 수 없습니다.",并不想吓唬你，只是你的新身体密度很大，浮不起来。
DLG_BREATHEUNDERWATER_1,"However, you no longer need to breathe, which should help.","Néanmoins, vous n'avez plus besoin de respirer. Ça devrait aider.","Allerdings brauchst du nicht mehr zu atmen, was dir helfen sollte.","In ogni caso, non hai più bisogno di respirare. Questo dovrebbe aiutare.","Porém, você não precisa mais respirar, o que deve ajudar.","Por otro lado, ya no necesitas respirar, así que...","Но теперь тебе можно не дышать, так что это компенсирует.",하지만 더 이상 숨을 쉴 필요가 없으니 그나마 다행이겠죠.,不过，你现在不需要呼吸了，应该方便了许多。
DLG_BREATHEUNDERWATER_2,(It just gets weirder. What the hell did she do to me?!),(C'est de plus en plus bizarre. Qu'est-ce qu'elle m'a fait ?!),(Es wird einfach immer seltsamer. Was zum Teufel hat sie mit mir gemacht?!),(Le cose si fanno sempre più assurde. Cosa diavolo mi ha fatto?!),(Isso está ficando cada vez mais estranho. Que diabos ela fez comigo?!),(Esto se pone cada vez más extraño. ¿¡Qué diablos me hizo!?).,"(Все страньше и страньше. Что она, блин, со мной сделала!?)",(점점 더 기괴해지네. 대체 나한테 무슨 짓을 한 거야?!),（事情越来越诡异，她到底把我的身体给怎么了？！）
DLG_COMPASSACQUIRE_0,Now here's an interesting gadget...,"Ah, en voilà un gadget intéressant...","Nun, hier ist ein interessantes Gerät ...",Questo sì che è un affarino interessante…,Eis uma bugiganga interessante...,Qué dispositivo tan curioso...,А вот это интересное устройство...,흥미로운 장치로군...,这个东西有点意思……
DLG_COMPASSACQUIRE_2,Did you find the compass? Good. You can use it to locate me.,Vous avez trouvé la boussole ? Très bien. Utilisez-la pour me localiser.,"Hast du den Kompass gefunden? Ja, gut. Du kannst ihn benutzen, um mich zu lokalisieren.",Hai trovato la bussola? Bene. Puoi utilizzarla per localizzarmi.,Você encontrou a bússola? Que bom. Use-a para me localizar.,¿Encontraste la brújula? Bien. Puedes usarla para ubicarme.,Ты нашла компас? Хорошо. Теперь сможешь найти меня с его помощью.,나침반은 찾았습니까? 좋아요. 그걸 쓰면 내 위치를 알 수 있을 겁니다.,你找到罗盘了？有了它，你就能知道我的方位了。
DLG_COMPASSACQUIRE_3,"If I can figure out how to use it, you mean.","Si j'arrive à trouver comment ça marche, vous voulez dire.","Wenn ich herausfinden kann, wie man ihn benutzt, meinst du.","Se riesco a capire come si usa, vuoi dire.","Se eu descobrir como se usa isso, você quer dizer.","O sea, si supiera cómo usarla...","Если только смогу разобраться, как он работает.",내가 이걸 어떻게 쓰는지 알아낼 수 있다면 말이지.,前提是我能搞明白这件东西该怎么用。
DLG_FALLING_0,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah!!!!!,Aaaaaaaaaaah !,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah!!!!!,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah!!!!!,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah!!!!!,¡¡¡Aaaaaaaaaaaaaaaaaaaaaahhhhhh!!!,А-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а!,아아아아아아아아아아아아아아!!!!!,啊啊啊啊啊啊啊啊啊啊啊啊啊！！！！！
DLG_SWIMMING_0,Oh god ... it's FREEZING!,Bordel... C'est GELÉ !!!,Oh Gott ... es ist EISKALT!,Santo cielo… si GELA!,Meu Deus... Está CONGELANDO!,Por un d... ¡Está HELADA!,Боже мой... как же ХОЛОДНО!,맙소사... 얼어 죽겠네!,我天……冻死人了！
DLG_SWIMMING_2,"You are close now. Do you see a pot, or urn?","Vous vous rapprochez. Vous voyez un pot, ou une urne ?",Du bist jetzt ganz nah. Siehst du einen Topf oder eine Urne?,Ci sei quasi. Vedi un barattolo o un'urna?,Você está perto agora. Consegue ver um pote ou uma urna?,Ya estás cerca. ¿Ves un jarrón o una urna?,Ты близко. Видишь какой горшок или урну?,거의 다 왔습니다. 단지나 항아리가 보이나요?,你离我很近了，看到一个罐子、瓮没有？
DLG_SWIMMING_4,I can't see a goddamn thing... give me a sec.,Je vois que dalle... attendez une seconde.,Ich kann gar nichts sehen ... Gib mir eine Sekunde.,Non vedo un accidenti di niente… dammi un secondo.,Não vejo porcarcia nenhuma... Espere um pouco.,"No puedo ver ni una... A ver, espera.",Я вообще ничего не вижу... секундочку.,아무것도 안 보인다고... 잠깐만.,我连鬼影都没看到……稍微等一下。
DLG_WATERRISING_0,The water's rising.,L'eau monte.,Das Wasser steigt.,L'acqua sta salendo.,A água está subindo.,El agua está subiendo.,Вода поднимается.,물이 차오르고 있어.,水在往上涨。
DLG_WATERRISING_1,Look for the urn. It will help.,Cherchez l'urne. Elle vous aidera.,Such nach der Urne. Sie wird dir helfen.,Cerca l'urna. Ti servirà.,Procure a urna. Isso vai ajudar.,Busca la urna. Te ayudará.,Ищи урну. Это поможет.,항아리를 찾으십시오. 그게 도움이 될 겁니다.,快找那个瓮，找到就没事了。
DLG_WATERRISING_4,"Ok, ok, I'm looking.","Ok, ok. Je cherche.","Okay, okay, ich suche ja.","Ok, ok, la sto cercando.","Ok, ok, estou procurando.","Bueno, bueno, ya la busco.","Ладно-ладно, уже ищу.","알았어, 알았어, 찾고 있다고.",行，我在找。
DLG_FOUNDURN_0,I think I see the urn...,Je crois que j'aperçois l'urne...,"Ich glaube, ich sehe die Urne ...",Credo di vedere l'urna…,Acho que estou vendo a urna...,Creo que veo la urna...,"Похоже, я вижу урну...",항아리가 보이는 것 같은데...,我好像看到瓮了……
DLG_FOUNDURN_1,..but there's a grating in the way...,... mais il y a une grille devant.,... aber da ist ein Gitter im Weg ...,…ma c'è una grata di mezzo…,...mas tem uma grade no caminho...,... pero hay una reja en el medio.,...но она за решеткой...,..하지만 앞에 창살이 막혀 있어...,……可是有栅栏挡住了……
DLG_LASTBREATHES_0,How am I going to get out of this?,Comment je vais m'en sortir ?,Wie komme ich da wieder raus?,Come faccio a uscire da qui?,Como eu vou sair dessa?,¿Cómo voy a salir de esta?,Как мне вообще отсюда выбраться?,여기서 어떻게 빠져나가지?,怎么才能游出去？
DLG_DROWNING_0,So this is where it ends ...,"Alors, c'est comme ça que ça doit finir...",Hier endet es also ...,Quindi è qui che finisce…,Então é assim que acaba...,Conque así termina mi vida...,"Видимо, это конец...",결국 이렇게 끝나는 건가...,这就是我的归宿吗……
DLG_DROWNING_1,I guess it's just as well.,J'imagine que c'est aussi bien.,"Ich denke, das ist auch gut so.",Tutto sommato va bene così.,Acho que está bom.,Supongo que no está tan mal.,"Что ж, может, и хорошо.",차라리 잘된 일인지도 몰라.,这样倒也好。
DLG_DROWNING_2,I deserved this.,Je peux enfin me reposer...,Endlich kann ich mich ausruhen ...,Finalmente posso riposare…,Finalmente vou poder descansar...,"Por fin, podré descansar...",Наконец-то можно отдохнуть...,난 이런 결말을 맞아도 싸지.,终于可以休息了……
DLG_AFTERDROWN_0,"Ughhhh...
What happened?","Aaargh...
 Qu'est-ce qui s'est passé ?","Ufff ...
 Was ist passiert?","Ughhhh...
 Cos'è successo?","Ughhhh...
  O que aconteceu?","Argh...
  ¿Qué pasó?","У-у-ух...
 Что произошло?","으으으...
무슨 일이 일어난 거지?","呃啊啊……
什么情况？"
